Age,PAtt,RuAtt,Cmp,Ctch%,DK Pt,Date,Day,FD Pt,Fant Pt,Fmb,G#,H/A,Int,Lg,Name,Number of Records,Opp,Rec,Result,Rk,ReTd,PTd,RuTD,Tgt,Tm,Week,RuY/A,ReY/R,ReY/Tgt,ReYds,PYds,RuYds
31-074,0,0,0,0.5,15.2,9/23/12,Sun,14.2,13.2,0,3,@,0,NFL,Andre Johnson\JohnAn02,1,DEN,2,W 31-25,1046,1,0,0,4,HOU,3,,36,18,72,0,0
25-269,0,0,0,0.273,16.2,11/23/14,Sun,14.7,13.2,0,11,,0,NFL,Charles Johnson\JohnCh08,1,GNB,3,L 21-24,1047,1,0,0,11,MIN,12,,17.33,4.73,52,0,0
26-333,0,0,0,0.636,20.2,10/27/13,Sun,16.7,13.2,0,8,@,0,NFL,Steve Johnson\JohnSt00,1,NOR,7,L 17-35,1048,1,0,0,11,BUF,8,,10.29,6.55,72,0,0
27-237,0,1,0,0.75,16.2,1/3/16,Sun,14.7,13.2,0,16,,0,NFL,Jeremy Maclin\MaclJe00,1,OAK,3,W 23-17,1049,1,0,0,4,KAN,17,18,18,13.5,54,0,18
24-063,0,1,0,0.7,20.2,10/27/13,Sun,16.7,13.2,1,8,,0,NFL,Dexter McCluster\McClDe00,1,CLE,7,W 23-17,1050,1,0,0,10,KAN,8,5,9.57,6.7,67,0,5
24-081,0,0,0,0.75,19.2,12/11/16,Sun,16.2,13.2,0,13,@,0,NFL,Cameron Meredith\MereCa00,1,DET,6,L 17-20,1051,1,0,0,8,CHI,14,,12,9,72,0,0
27-154,0,0,0,0.778,20.2,10/12/14,Sun,16.7,13.2,0,6,,0,NFL,Louis Murphy\MurpLo00,1,BAL,7,L 17-48,1052,1,0,0,9,TAM,6,,10.29,8,72,0,0
25-305,0,0,0,0.625,18.2,11/10/13,Sun,15.7,13.2,0,9,,0,NFL,Andre Roberts\RobeAn00,1,HOU,5,W 27-24,1053,1,0,0,8,ARI,10,,14.4,9,72,0,0
33-218,0,1,0,0.667,19.2,12/16/12,Sun,16.2,13.2,0,14,@,0,NFL,Steve Smith\SmitSt01,1,SDG,6,W 31-7,1054,1,0,0,9,CAR,15,15,9.5,6.33,57,0,15
24-219,0,0,0,0.5,16.2,11/27/16,Sun,14.7,13.2,0,11,,0,NFL,Kenny Stills\StilKe00,1,SFO,3,W 31-24,1055,1,0,0,6,MIA,12,,24,12,72,0,0
27-276,0,0,0,0.692,23.2,9/27/15,Sun,17.7,13.2,1,3,@,0,NFL,Demaryius Thomas\ThomDe03,1,DET,9,W 24-12,1056,1,0,0,13,DEN,3,,10.22,7.08,92,0,0
24-247,0,0,0,0.333,14.2,10/12/15,Mon,13.7,13.2,0,5,@,0,NFL,Markus Wheaton\WheaMa00,1,SDG,1,W 24-20,1057,1,0,0,3,PIT,5,,72,24,72,0,0
24-307,0,0,0,0.8,24.2,9/28/14,Sun,17.2,13.2,0,4,,0,NFL,Jarius Wright\WrigJa02,1,ATL,8,W 41-28,1058,0,0,0,10,MIN,4,,16.5,13.2,132,0,0
26-102,1,0,1,0.692,22.1,10/20/14,Mon,17.6,13.12,0,7,,0,NFL,Antonio Brown\BrowAn04,1,HOU,9,W 30-23,1059,0,1,0,13,PIT,7,,10,6.92,90,3,0
28-043,0,0,0,0.714,26.1,12/15/13,Sun,18.1,13.1,0,14,@,0,NFL,Danny Amendola\AmenDa00,1,MIA,10,L 20-24,1060,0,0,0,14,NWE,15,,13.1,9.36,131,0,0
23-041,0,1,0,0.6,16.1,12/22/13,Sun,14.6,13.1,0,15,,0,NFL,Stedman Bailey\BailSt01,1,TAM,3,W 23-13,1061,0,0,1,5,STL,16,27,14.67,8.8,44,0,27
35-092,0,0,0,0.625,18.1,1/3/16,Sun,15.6,13.1,0,16,,0,NFL,Anquan Boldin\BoldAn00,1,STL,5,W 19-16,1062,1,0,0,8,SFO,17,,14.2,8.88,71,0,0
31-360,0,0,0,0.75,25.1,9/27/12,Thu,17.6,13.1,0,4,,0,NFL,Anquan Boldin\BoldAn00,1,CLE,9,W 23-16,1063,0,0,0,12,BAL,4,,14.56,10.92,131,0,0
27-089,0,0,0,1,15.1,12/17/15,Thu,14.1,13.1,0,14,,0,NFL,Kenny Britt\BritKe00,1,TAM,2,W 31-23,1064,1,0,0,2,STL,15,,35.5,35.5,71,0,0
25-116,0,0,0,0.556,18.1,11/3/13,Sun,15.6,13.1,0,8,@,0,NFL,Antonio Brown\BrowAn04,1,NWE,5,L 31-55,1065,1,0,0,9,PIT,9,,14.2,7.89,71,0,0
24-316,0,0,0,0.833,18.1,12/22/13,Sun,15.6,13.1,0,15,,0,NFL,Mike Brown\BrowMi00,1,TEN,5,L 16-20,1066,1,0,0,6,JAX,16,,14.2,11.83,71,0,0
24-121,0,0,0,0.786,27.1,12/21/14,Sun,18.6,13.1,1,15,@,0,NFL,Randall Cobb\CobbRa00,1,TAM,11,W 20-3,1067,0,0,0,14,GNB,16,,11.91,9.36,131,0,0
22-044,0,0,0,0.667,17.1,11/8/15,Sun,15.1,13.1,0,9,,0,NFL,Brandin Cooks\CookBr00,1,TEN,4,L 28-34,1068,1,0,0,6,NOR,9,,17.75,11.83,71,0,0
30-089,0,0,0,0.714,26.1,12/14/14,Sun,18.1,13.1,0,14,,0,NFL,Harry Douglas\DougHa00,1,PIT,10,L 20-27,1069,0,0,0,14,ATL,15,,13.1,9.36,131,0,0
21-171,0,0,0,0.75,16.1,11/8/15,Sun,14.6,13.1,0,8,,0,NFL,Devin Funchess\FuncDe00,1,GNB,3,W 37-29,1070,1,0,0,4,CAR,9,,23.67,17.75,71,0,0
24-113,0,1,0,0.5,15.1,11/17/13,Sun,14.1,13.1,0,11,,0,NFL,T.J. Graham\GrahT.00,1,NYJ,2,W 37-14,1071,1,0,0,4,BUF,11,-3,37,18.5,74,0,-3
24-354,0,0,0,0.5,16.1,11/3/14,Mon,14.6,13.1,0,9,@,0,NFL,T.Y. Hilton\HiltT.00,1,NYG,3,W 40-24,1072,1,0,0,6,IND,9,,23.67,11.83,71,0,0
27-315,0,0,0,0.857,19.1,12/11/16,Sun,16.1,13.1,0,13,@,0,NFL,Dontrelle Inman\InmaDo00,1,CAR,6,L 16-28,1073,1,0,0,7,SDG,14,,11.83,10.14,71,0,0
25-328,0,0,0,0.714,18.1,10/21/12,Sun,15.6,13.1,0,7,,0,NFL,Steve Johnson\JohnSt00,1,TEN,5,L 34-35,1074,1,0,0,7,BUF,7,,14.2,10.14,71,0,0
27-178,0,0,0,0.5,15.1,11/25/12,Sun,14.1,13.1,0,11,@,0,NFL,Jordy Nelson\NelsJo00,1,NYG,2,L 10-38,1075,1,0,0,4,GNB,12,,35.5,17.75,71,0,0
27-160,0,0,0,0.5,22.1,11/27/16,Sun,16.1,13.1,0,12,,0,NFL,Terrelle Pryor\PryoTe00,1,NYG,6,L 13-27,1076,0,0,0,12,CLE,12,,21.83,10.92,131,0,0
25-335,0,0,0,0.667,15.1,1/3/16,Sun,14.1,13.1,0,16,@,0,NFL,Rashad Ross\RossRa00,1,DAL,2,W 34-23,1077,1,0,0,3,WAS,17,,35.5,23.67,71,0,0
24-347,0,0,0,1,16.1,9/16/12,Sun,14.6,13.1,0,2,,0,NFL,Brandon Tate\TateBr00,1,CLE,3,W 34-27,1078,1,0,0,3,CIN,2,,23.67,23.67,71,0,0
23-207,0,0,0,0.636,20.1,9/26/16,Mon,16.6,13.1,0,3,,0,NFL,Michael Thomas\ThomMi05,1,ATL,7,L 32-45,1079,1,0,0,11,NOR,3,,10.14,6.45,71,0,0
30-025,0,0,0,0.8,24.1,9/22/13,Sun,17.1,13.1,0,3,,0,NFL,Nate Washington\WashNa00,1,SDG,8,W 20-17,1080,0,0,0,10,TEN,3,,16.38,13.1,131,0,0
31-205,0,0,0,0.7,20.1,11/22/12,Thu,16.6,13.1,0,11,@,0,NFL,Wes Welker\WelkWe00,1,NYJ,7,W 49-19,1081,1,0,0,10,NWE,12,,10.14,7.1,71,0,0
25-027,0,0,0,0.333,15.1,10/5/14,Sun,14.1,13.1,0,5,,0,NFL,Terrance Williams\WillTe01,1,HOU,2,W 20-17,1082,1,0,0,6,DAL,5,,35.5,11.83,71,0,0
24-042,0,0,0,0.857,19.1,10/20/13,Sun,16.1,13.1,0,7,@,0,NFL,Terrance Williams\WillTe01,1,PHI,6,W 17-3,1083,1,0,0,7,DAL,7,,11.83,10.14,71,0,0
29-078,0,0,0,0.8,17,12/8/13,Sun,15,13,0,13,@,0,NFL,Dwayne Bowe\BoweDw00,1,WAS,4,W 45-10,1084,1,0,0,5,KAN,14,,17.5,14,70,0,0
27-107,0,1,0,0.75,22,10/25/15,Sun,16,13,0,7,@,0,NFL,Antonio Brown\BrowAn04,1,KAN,6,L 13-23,1085,0,0,0,8,PIT,7,6,20.67,15.5,124,0,6
25-058,0,0,0,0.833,18,11/11/12,Sun,15.5,13,0,9,,0,NFL,Michael Crabtree\CrabMi00,1,STL,5,T 24-24,1086,1,0,0,6,SFO,10,,14,11.67,70,0,0
22-079,0,0,0,0.421,25,11/8/15,Sun,17,13,1,8,,0,NFL,Mike Evans\EvanMi00,1,NYG,8,L 18-32,1087,0,0,0,19,TAM,9,,18.75,7.89,150,0,0
23-028,0,0,0,0.333,19,9/18/16,Sun,16,13,0,2,@,0,NFL,Mike Evans\EvanMi00,1,ARI,6,L 7-40,1088,1,0,0,18,TAM,2,,11.67,3.89,70,0,0
32-076,0,0,0,0.714,26,11/15/15,Sun,18,13,0,9,@,0,NFL,Larry Fitzgerald\FitzLa00,1,SEA,10,W 39-32,1089,0,0,0,14,ARI,10,,13,9.29,130,0,0
31-328,0,0,0,0.714,18,9/28/14,Sun,15.5,13,0,4,@,0,NFL,Devin Hester\HestDe99,1,MIN,5,L 28-41,1090,1,0,0,7,ATL,4,,14,10,70,0,0
23-361,0,0,0,0.875,23,11/10/13,Sun,16.5,13,0,9,,0,NFL,T.Y. Hilton\HiltT.00,1,STL,7,L 8-38,1091,0,0,0,8,IND,10,,18.57,16.25,130,0,0
23-319,0,0,0,0.5,15,9/27/15,Sun,14,13,0,3,@,0,NFL,Allen Hurns\HurnAl01,1,NWE,2,L 17-51,1092,1,0,0,4,JAX,3,,35,17.5,70,0,0
30-328,0,0,0,0.375,16,12/8/13,Sun,14.5,13,0,13,,0,NFL,Vincent Jackson\JackVi00,1,BUF,3,W 27-6,1093,1,0,0,8,TAM,14,,23.33,8.75,70,0,0
27-004,0,0,0,1,16,10/16/16,Sun,14.5,13,0,6,,0,NFL,Rishard Matthews\MattRi00,1,CLE,3,W 28-26,1094,1,0,0,3,TEN,6,,23.33,23.33,70,0,0
29-023,0,0,0,0.571,17,9/23/12,Sun,15,13,0,3,,0,NFL,Lance Moore\MoorLa00,1,KAN,4,L 24-27,1095,1,0,0,7,NOR,3,,17.5,10,70,0,0
26-211,0,0,0,0.5,16,10/13/13,Sun,14.5,13,1,5,@,0,NFL,Emmanuel Sanders\SandEm00,1,NYJ,3,W 19-6,1096,1,0,0,6,PIT,6,,23.33,11.67,70,0,0
25-044,0,0,0,0.556,18,10/5/14,Sun,15.5,13,0,4,@,0,NFL,Mohamed Sanu\SanuMo00,1,NWE,5,L 17-43,1097,1,0,0,9,CIN,5,,14,7.78,70,0,0
35-209,0,0,0,0.636,20,12/7/14,Sun,16.5,13,0,13,@,0,NFL,Steve Smith\SmitSt01,1,MIA,7,W 28-13,1098,1,0,0,11,BAL,14,,10,6.36,70,0,0
23-234,0,0,0,0.769,26,10/23/16,Sun,18,13,0,6,@,0,NFL,Michael Thomas\ThomMi05,1,KAN,10,L 21-27,1099,0,0,0,13,NOR,7,,13,10,130,0,0
24-289,0,0,0,0.571,21,11/27/16,Sun,17,13,0,11,@,0,NFL,Tyrell Williams\WillTy00,1,HOU,8,W 21-13,1100,1,0,0,14,SDG,12,,8.75,5,70,0,0
22-353,0,0,0,1,13.9,12/16/12,Sun,13.4,12.9,0,14,,0,NFL,Travis Benjamin\BenjTr00,1,WAS,1,L 21-38,1101,1,0,0,1,CLE,15,,69,69,69,0,0
36-052,0,0,0,0.778,19.9,11/24/16,Thu,16.4,12.9,0,11,,0,NFL,Anquan Boldin\BoldAn00,1,MIN,7,W 16-13,1102,1,0,0,9,DET,12,,9.86,7.67,69,0,0
24-086,0,0,0,0.769,25.9,11/16/14,Sun,17.9,12.9,0,10,,0,NFL,Randall Cobb\CobbRa00,1,PHI,10,W 53-20,1103,0,0,0,13,GNB,11,,12.9,9.92,129,0,0
22-120,0,0,0,0.769,25.9,10/16/16,Sun,17.9,12.9,0,6,,0,NFL,Amari Cooper\CoopAm00,1,KAN,10,L 10-26,1104,0,0,0,13,OAK,6,,12.9,9.92,129,0,0
21-323,0,0,0,0.778,22.9,10/18/15,Sun,16.4,12.9,0,5,,0,NFL,Stefon Diggs\DiggSt00,1,KAN,7,W 16-10,1105,0,0,0,9,MIN,6,,18.43,14.33,129,0,0
25-097,0,0,0,0.6,15.9,11/18/12,Sun,14.4,12.9,0,10,,0,NFL,Brandon Gibson\GibsBr00,1,NYJ,3,L 13-27,1106,2,0,0,5,STL,11,,3,1.8,9,0,0
26-132,0,0,0,0.714,17.9,10/26/14,Sun,15.4,12.9,0,7,@,0,NFL,Andre Holmes\HolmAn00,1,CLE,5,L 13-23,1107,1,0,0,7,OAK,8,,13.8,9.86,69,0,0
23-304,0,1,0,1,17.9,12/15/13,Sun,15.4,12.9,0,14,@,0,NFL,Alshon Jeffery\JeffAl00,1,CLE,5,W 38-31,1108,1,0,0,5,CHI,15,-3,14.4,14.4,72,0,-3
23-064,0,2,0,0.75,18.9,10/28/12,Sun,15.9,12.9,0,7,,0,NFL,Dexter McCluster\McClDe00,1,OAK,6,L 16-26,1109,1,0,0,8,KAN,8,7.5,9,6.75,54,0,15
22-073,0,0,0,0.545,18.9,10/18/15,Sun,15.9,12.9,0,6,,0,NFL,Donte Moncrief\MoncDo00,1,NWE,6,L 27-34,1110,1,0,0,11,IND,6,,11.5,6.27,69,0,0
26-241,0,1,0,1,13.9,11/24/14,Mon,13.4,12.9,0,11,,0,NFL,Joe Morgan\MorgJo01,1,BAL,1,L 27-34,1111,0,0,0,1,NOR,12,67,62,62,62,0,67
24-244,0,1,0,0.556,17.9,9/9/12,Sun,15.4,12.9,0,1,,0,NFL,Andre Roberts\RobeAn00,1,SEA,5,W 20-16,1112,1,0,0,9,ARI,1,15,10.8,6,54,0,15
25-251,0,0,0,0.429,15.9,10/30/16,Sun,14.4,12.9,0,8,@,0,NFL,Seth Roberts\RobeSe00,1,TAM,3,W 30-24,1113,1,0,0,7,OAK,8,,23,9.86,69,0,0
34-161,0,0,0,0.833,17.9,10/20/13,Sun,15.4,12.9,0,6,,0,NFL,Steve Smith\SmitSt01,1,STL,5,W 30-15,1114,1,0,0,6,CAR,7,,13.8,11.5,69,0,0
24-049,0,1,0,0.2,14.9,10/27/13,Sun,13.9,12.9,0,8,@,0,NFL,Terrance Williams\WillTe01,1,DET,2,L 30-31,1115,1,0,0,10,DAL,8,5,32,6.4,64,0,5
26-016,0,0,0,0.5,15.8,10/5/14,Sun,14.3,12.8,0,4,@,0,NFL,Kenny Britt\BritKe00,1,PHI,3,L 28-34,1116,1,0,0,6,STL,5,,22.67,11.33,68,0,0
30-095,0,0,0,0.833,17.8,9/8/13,Sun,15.3,12.8,0,1,,0,NFL,Marques Colston\ColsMa00,1,ATL,5,W 23-17,1117,1,0,0,6,NOR,1,,13.6,11.33,68,0,0
30-029,0,0,0,0.667,18.8,9/29/13,Sun,15.8,12.8,0,4,@,0,NFL,Larry Fitzgerald\FitzLa00,1,TAM,6,W 13-10,1118,1,0,0,9,ARI,4,,11.33,7.56,68,0,0
25-256,0,0,0,1,15.8,10/30/16,Sun,14.3,12.8,0,8,,0,NFL,Taylor Gabriel\GabrTa00,1,GNB,3,W 33-32,1119,1,0,0,3,ATL,8,,22.67,22.67,68,0,0
25-092,0,0,0,0.579,26.8,10/31/13,Thu,18.3,12.8,0,9,@,0,NFL,A.J. Green\GreeA.00,1,MIA,11,L 20-22,1120,0,0,0,19,CIN,9,,11.64,6.74,128,0,0
28-106,0,0,0,0.636,19.8,11/14/16,Mon,16.3,12.8,0,9,@,0,NFL,A.J. Green\GreeA.00,1,NYG,7,L 20-21,1121,1,0,0,11,CIN,10,,9.71,6.18,68,0,0
24-132,0,0,0,0.667,14.8,9/16/12,Sun,13.8,12.8,0,2,@,0,NFL,Leonard Hankerson\HankLe00,1,STL,2,L 28-31,1122,1,0,0,3,WAS,2,,34,22.67,68,0,0
22-292,0,1,0,0,12.8,12/18/16,Sun,12.8,12.8,1,14,,0,NFL,Tyreek Hill\HillTy00,1,TEN,0,L 17-19,1123,0,0,1,3,KAN,15,68,,0,0,0,68
25-293,0,0,0,0.385,17.8,11/23/14,Sun,15.3,12.8,0,11,,0,NFL,Julio Jones\JoneJu02,1,CLE,5,L 24-26,1124,1,0,0,13,ATL,12,,13.6,5.23,68,0,0
24-333,0,0,0,0.833,17.8,10/7/13,Mon,15.3,12.8,0,5,@,0,NFL,Jeremy Kerley\KerlJe00,1,ATL,5,W 30-28,1125,1,0,0,6,NYJ,5,,13.6,11.33,68,0,0
28-275,0,0,0,0.429,18.8,12/23/12,Sun,15.8,12.8,0,15,@,0,NFL,Brandon Marshall\MarsBr00,1,ARI,6,W 28-13,1126,1,0,0,14,CHI,16,,11.33,4.86,68,0,0
31-195,0,0,0,0.636,22.8,10/4/15,Sun,16.3,12.8,0,4,@,0,NFL,Brandon Marshall\MarsBr00,1,MIA,7,W 27-14,1127,0,0,0,11,NYJ,4,,18.29,11.64,128,0,0
24-059,0,0,0,1,13.8,11/22/12,Thu,13.3,12.8,0,11,@,0,NFL,Aldrick Robinson\RobiAl00,1,DAL,1,W 38-31,1128,1,0,0,1,WAS,12,,68,68,68,0,0
21-333,0,0,0,0.571,16.8,11/20/16,Sun,14.8,12.8,0,11,@,0,NFL,Tajae Sharpe\SharTa00,1,IND,4,L 17-24,1129,1,0,0,7,TEN,11,,17,9.71,68,0,0
21-326,0,0,0,0.75,15.8,11/13/16,Sun,14.3,12.8,0,10,,0,NFL,Tajae Sharpe\SharTa00,1,GNB,3,W 47-25,1130,1,0,0,4,TEN,10,,22.67,17,68,0,0
24-128,0,0,0,1,15.8,12/28/14,Sun,14.3,12.8,0,16,,0,NFL,Adam Thielen\ThieAd00,1,CHI,3,W 13-9,1131,1,0,0,3,MIN,17,,22.67,22.67,68,0,0
22-352,0,1,0,0.6,15.8,11/11/12,Sun,14.3,12.8,0,10,,0,NFL,Jarius Wright\WrigJa02,1,DET,3,W 34-24,1132,1,0,0,5,MIN,10,3,21.67,13,65,0,3
24-341,0,0,0,0.667,18.8,10/19/14,Sun,15.8,12.8,0,7,@,0,NFL,Kendall Wright\WrigKe01,1,WAS,6,L 17-19,1133,1,0,0,9,TEN,7,,11.33,7.56,68,0,0
25-222,0,1,0,0.667,22.7,10/23/16,Sun,17.7,12.7,2,7,,0,NFL,Tavon Austin\AustTa00,1,NYG,10,L 10-17,1134,1,0,0,15,LAR,7,10,5.7,3.8,57,0,10
28-076,0,0,0,0.333,14.7,12/4/16,Sun,13.7,12.7,0,12,@,0,NFL,Kenny Britt\BritKe00,1,NWE,2,L 10-26,1135,1,0,0,6,LAR,13,,33.5,11.17,67,0,0
25-158,0,1,0,0.833,23.7,12/15/13,Sun,21.2,12.7,0,14,,0,NFL,Antonio Brown\BrowAn04,1,CIN,5,W 30-20,1136,1,0,0,6,PIT,15,1,13.2,11,66,0,1
26-205,0,0,0,0.625,18.7,10/6/13,Sun,15.2,12.7,1,5,@,0,NFL,Eric Decker\DeckEr00,1,DAL,5,W 51-48,1137,1,0,0,8,DEN,5,,17.4,10.88,87,0,0
23-271,0,1,0,0.333,13.7,10/2/16,Sun,13.2,12.7,0,4,@,0,NFL,Phillip Dorsett\DorsPh00,1,JAX,1,L 27-30,1138,1,0,0,3,IND,4,3,64,21.33,64,0,3
22-246,0,0,0,0.3,15.7,12/15/13,Sun,14.2,12.7,0,14,,0,NFL,Josh Gordon\GordJo02,1,CHI,3,L 31-38,1139,1,0,0,10,CLE,15,,22.33,6.7,67,0,0
25-105,0,0,0,1,13.7,11/9/14,Sun,13.2,12.7,0,10,,0,NFL,T.J. Graham\GrahT.00,1,PIT,1,W 20-13,1140,1,0,0,1,NYJ,10,,67,67,67,0,0
23-233,0,0,0,0.714,17.7,9/23/12,Sun,15.2,12.7,0,3,@,0,NFL,Julio Jones\JoneJu02,1,SDG,5,W 27-3,1141,1,0,0,7,ATL,3,,13.4,9.57,67,0,0
32-249,0,0,0,0.667,18.7,11/27/16,Sun,15.7,12.7,0,11,,0,NFL,Brandon Marshall\MarsBr00,1,NWE,6,L 17-22,1142,1,0,0,9,NYJ,12,,11.17,7.44,67,0,0
24-330,0,0,0,0.667,16.7,12/9/12,Sun,14.7,12.7,0,13,,0,NFL,Hakeem Nicks\NickHa01,1,NOR,4,W 52-27,1143,1,0,0,6,NYG,14,,16.75,11.17,67,0,0
25-220,0,0,0,1,19.7,10/23/16,Sun,16.2,12.7,0,6,@,0,NFL,Cordarrelle Patterson\PattCo00,1,PHI,7,L 10-21,1144,1,0,0,7,MIN,7,,9.57,9.57,67,0,0
28-287,0,0,0,0.8,16.7,12/28/15,Mon,14.7,12.7,0,15,,0,NFL,Emmanuel Sanders\SandEm00,1,CIN,4,W 20-17,1145,1,0,0,5,DEN,16,,16.75,13.4,67,0,0
27-286,0,0,0,0.6,19.7,10/4/15,Sun,15.7,12.7,1,4,@,0,NFL,Cecil Shorts\ShorCe00,1,ATL,6,L 21-48,1146,1,0,0,10,HOU,4,,14.5,8.7,87,0,0
26-312,0,0,0,0.636,22.7,11/2/14,Sun,16.2,12.7,0,8,@,0,NFL,Demaryius Thomas\ThomDe03,1,NWE,7,L 21-43,1147,0,0,0,11,DEN,9,,18.14,11.55,127,0,0
28-072,0,0,0,0.556,17.7,10/12/14,Sun,15.2,12.7,0,5,,0,NFL,Mike Wallace\WallMi00,1,GNB,5,L 24-27,1148,1,0,0,9,MIA,6,,13.4,7.44,67,0,0
25-211,0,0,0,1,14.6,11/23/14,Sun,13.6,12.6,0,11,@,0,NFL,Cole Beasley\BeasCo00,1,NYG,2,W 31-28,1149,1,0,0,2,DAL,12,,33,33,66,0,0
31-343,0,1,0,0.8,16.6,9/10/12,Mon,14.6,12.6,0,1,,0,NFL,Anquan Boldin\BoldAn00,1,CIN,4,W 44-13,1150,1,0,0,5,BAL,1,3,15.75,12.6,63,0,3
24-227,0,0,0,0.5,21.6,11/22/12,Thu,15.6,12.6,0,11,,0,NFL,Ryan Broyles\BroyRy00,1,HOU,6,L 31-34,1151,0,0,0,12,DET,12,,21,10.5,126,0,0
22-086,0,0,0,0.615,23.6,11/15/15,Sun,16.6,12.6,0,9,,0,NFL,Mike Evans\EvanMi00,1,DAL,8,W 10-6,1152,0,0,0,13,TAM,10,,15.75,9.69,126,0,0
31-002,0,0,0,0.667,16.6,9/10/12,Mon,14.6,12.6,0,1,@,0,NFL,Malcom Floyd\FloyMa00,1,OAK,4,W 22-14,1153,1,0,0,6,SDG,1,,16.5,11,66,0,0
22-183,0,1,0,0.778,22.6,10/13/13,Sun,16.1,12.6,0,6,,0,NFL,Josh Gordon\GordJo02,1,DET,7,L 17-31,1154,0,0,0,9,CLE,6,0,18,14,126,0,0
28-019,0,0,0,0.667,19.6,12/20/14,Sat,14.6,12.6,0,15,,0,NFL,DeSean Jackson\JackDe00,1,PHI,4,W 27-24,1155,0,0,0,6,WAS,16,,31.5,21,126,0,0
28-363,0,0,0,0.5,14.6,11/29/15,Sun,13.6,12.6,0,11,,0,NFL,DeSean Jackson\JackDe00,1,NYG,2,W 20-14,1156,1,0,0,4,WAS,12,,33,16.5,66,0,0
23-310,0,0,0,0.455,17.6,12/9/12,Sun,15.1,12.6,0,13,@,0,NFL,Julio Jones\JoneJu02,1,CAR,5,L 20-30,1157,1,0,0,11,ATL,14,,13.2,6,66,0,0
27-221,0,0,0,0.5,16.6,9/11/16,Sun,14.6,12.6,0,1,,0,NFL,Julio Jones\JoneJu02,1,TAM,4,L 24-31,1158,1,0,0,8,ATL,1,,16.5,8.25,66,0,0
22-324,0,2,0,0.75,15.6,10/18/15,Sun,14.1,12.6,0,5,@,0,NFL,Jarvis Landry\LandJa00,1,TEN,3,W 38-10,1159,0,0,1,4,MIA,6,12,14,10.5,42,0,24
29-124,0,0,0,0.333,13.6,10/2/14,Thu,13.1,12.6,0,5,,0,NFL,Jordy Nelson\NelsJo00,1,MIN,1,W 42-10,1160,1,0,0,3,GNB,5,,66,22,66,0,0
28-352,0,0,0,0.625,25.6,12/11/16,Sun,17.6,12.6,0,13,@,0,NFL,Demaryius Thomas\ThomDe03,1,TEN,10,L 10-13,1161,0,0,0,16,DEN,14,,12.6,7.88,126,0,0
26-095,0,0,0,0.6,15.6,11/4/12,Sun,14.1,12.6,0,8,@,0,NFL,Mike Wallace\WallMi00,1,NYG,3,W 24-20,1162,1,0,0,5,PIT,9,,22,13.2,66,0,0
23-268,0,1,0,0.5,14.6,11/2/14,Sun,13.6,12.6,0,9,,0,NFL,Markus Wheaton\WheaMa00,1,BAL,2,W 43-23,1163,1,0,0,4,PIT,9,4,31,15.5,62,0,4
27-335,1,4,1,0.4,14.5,11/22/15,Sun,13.5,12.54,0,10,,0,NFL,Cecil Shorts\ShorCe00,1,NYJ,2,W 24-17,1164,0,1,0,5,HOU,11,6.5,25.5,10.2,51,21,26
25-191,0,0,0,0.857,18.5,12/7/14,Sun,15.5,12.5,0,13,@,0,NFL,Kamar Aiken\AikeKa00,1,MIA,6,W 28-13,1165,1,0,0,7,BAL,14,,10.83,9.29,65,0,0
25-206,0,0,0,0.667,16.5,10/26/15,Mon,14.5,12.5,0,7,,0,NFL,John Brown\BrowJo02,1,BAL,4,W 26-18,1166,1,0,0,6,ARI,7,,16.25,10.83,65,0,0
22-136,0,0,0,0.667,16.5,9/5/13,Thu,14.5,12.5,0,1,@,0,NFL,Marlon Brown\BrowMa00,1,DEN,4,L 27-49,1167,1,0,0,6,BAL,1,,16.25,10.83,65,0,0
23-332,0,0,0,0.615,23.5,10/1/12,Mon,16.5,12.5,0,4,,0,NFL,Dez Bryant\BryaDe01,1,CHI,8,L 18-34,1168,0,0,0,13,DAL,4,,13.13,8.08,105,0,0
31-193,0,0,0,0.714,17.5,12/15/14,Mon,15,12.5,0,14,@,0,NFL,Marques Colston\ColsMa00,1,CHI,5,W 31-15,1169,1,0,0,7,NOR,15,,13,9.29,65,0,0
21-038,0,0,0,0.571,16.5,9/28/14,Sun,14.5,12.5,0,4,@,0,NFL,Mike Evans\EvanMi00,1,PIT,4,W 27-24,1170,1,0,0,7,TAM,4,,16.25,9.29,65,0,0
23-133,0,0,0,0.455,17.5,1/1/17,Sun,15,12.5,0,16,,0,NFL,Mike Evans\EvanMi00,1,CAR,5,W 17-16,1171,1,0,0,11,TAM,17,,13,5.91,65,0,0
31-078,0,0,0,0.8,16.5,11/25/12,Sun,14.5,12.5,0,11,,0,NFL,Malcom Floyd\FloyMa00,1,BAL,4,L 13-16,1172,1,0,0,5,SDG,12,,16.25,13,65,0,0
24-068,0,0,0,0.692,21.5,10/7/12,Sun,17,12.5,1,5,,0,NFL,A.J. Green\GreeA.00,1,MIA,9,L 13-17,1173,1,0,0,13,CIN,5,,7.22,5,65,0,0
27-040,0,0,0,0.444,19.5,12/24/16,Sat,14.5,12.5,0,15,@,0,NFL,T.Y. Hilton\HiltT.00,1,OAK,4,L 25-33,1174,0,0,0,9,IND,16,,26.25,11.67,105,0,0
